Unit Type,Sub Unit,RS,Name,Model,SZ,MV,Arm,Thr,Str,S,M,L,E,OV,Point,Abilites
BattleMech,OmniMech,RS3075u,Balius,A,3,6,7,0,4,3,3,2,0,0,22,"FLK1/1/1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Balius,B,3,6,7,0,4,4,1,1,0,1,22,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Balius,C,3,6,7,0,4,6,4,2,0,1,22,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Balius,D,3,6j,7,0,4,3,3,1,0,2,26,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Balius,Prime,3,6,7,0,4,4,4,2,0,0,22,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Bandersnatch,BNDR-01A,3,4,6,0,3,4,5,3,0,0,15,"FLK1/1/1,IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSUM,Bandersnatch,BNDR-01A (Horus),3,4,8,0,3,2,2,1,0,1,16,"AC3/3/0,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Bandersnatch,BNDR-01B,3,4,7,0,4,3,4,2,0,2,16,"CASE,SRCH,SOA,SEAL,ES"
Combat Vehicle,Hover,RS3058Uu,Bandit Hovertank,(Clan 2),2,9h,6,0,3,0,0,0,0,0,11,"TUR(2/2/1),CASE,IT5,SRCH"
Combat Vehicle,Hover,RS3058Uu,Bandit Hovertank,(Clan),2,9h,6,0,3,0,0,0,0,0,11,"TUR(2/2/0),CASE,IT5,SRCH"
Combat Vehicle,Hover,RS3058Uu,Bandit Hovertank,A,2,9h,6,0,3,0,0,0,0,0,9,"TUR(1/1/1),ENE,OMNI,IT4,SRCH"
Combat Vehicle,Hover,RS3058Uu,Bandit Hovertank,B,2,9h,6,0,3,1,1,0,0,0,8,"TUR(SRM1/1/0),OMNI,IT4,SRCH"
Combat Vehicle,Hover,RS3058Uu,Bandit Hovertank,C,2,9h,6,0,3,0,0,0,0,0,8,"TUR(SRM1/1/0),OMNI,IT4,SRCH"
Combat Vehicle,Hover,RS3058Uu,Bandit Hovertank,D,2,9h,6,0,3,0,0,0,0,0,8,"TUR(1/1/1,IF1),OMNI,IT4,SRCH"
Combat Vehicle,Hover,RS3058Uu,Bandit Hovertank,E,2,9h,6,0,3,1,1,0,0,0,8,"TUR(1/1/1,IF1),OMNI,IT4,SRCH"
Combat Vehicle,Hover,RS3058Uu,Bandit Hovertank,F,2,9h,6,0,3,1,1,0,0,0,9,"TUR(1/1/0),ENE,OMNI,IT4,SRCH"
Combat Vehicle,Hover,RS3058Uu,Bandit Hovertank,G,2,9h,6,0,3,2,0,0,0,0,8,"TUR(1/1/0),ENE,OMNI,IT4,SRCH"
Combat Vehicle,Hover,RS3058Uu,Bandit Hovertank,H,2,9h,5,0,3,0,0,0,0,0,7,"TUR(1/1/0),IT7,SRCH"
Combat Vehicle,Hover,RS3058Uu,Bandit Hovertank,Prime,2,9h,6,0,3,1,1,0,0,0,9,"TUR(2/2/0),OMNI,IT4,SRCH"
BattleMech,BattleMech,RS3039,Banshee,BNC-3E,4,4,8,0,8,2,2,2,0,0,14,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Banshee,BNC-3M,4,4,8,0,8,2,2,2,0,1,16,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Banshee,BNC-3Q,4,4,8,0,8,1,0,0,0,0,14,"AC2/2/0,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Banshee,BNC-3S,4,3,8,0,8,4,4,2,0,2,18,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Banshee,BNC-5S,4,4,8,0,4,4,4,3,0,1,21,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Banshee,BNC-6S,4,4,8,0,5,3,3,2,0,0,19,"FLK1/1/1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Banshee,BNC-7S,4,4,8,0,5,4,4,2,0,2,21,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Banshee,BNC-8S,4,4,10,0,4,4,3,1,0,2,24,"CASE,ECM,TSM,MEL,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Banshee,BNC-9S,4,3,10,0,5,5,5,3,0,2,--,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Barghest,BGS-1T,3,5,7,0,3,3,3,2,0,0,18,"FLK1/1/0,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Barghest,BGS-2T,3,5,7,0,3,4,4,1,0,0,18,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Barghest,BGS-3T,3,5,7,0,3,3,3,2,0,0,19,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Barghest,BGS-7S,3,5,8,0,3,4,3,2,0,1,15,"IF1,CASE,SRCH,SOA,SEAL,ES"
Aerospace,OmniFighter,RS3055Uu,Bashkir,A,1,13a,2,1,7,2,2,0,0,0,8,"VSTOL,SPC,BOMB2"
Aerospace,OmniFighter,RS3055Uu,Bashkir,B,1,13a,2,1,7,2,2,1,0,0,7,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,OmniFighter,RS3055Uu,Bashkir,C,1,13a,2,1,7,2,2,1,1,0,11,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,OmniFighter,RS3055Uu,Bashkir,D,1,13a,2,1,7,3,2,0,0,0,10,"VSTOL,SPC,BOMB2,PNT1"
Aerospace,OmniFighter,RS3055Uu,Bashkir,Prime,1,13a,2,1,7,3,3,0,0,0,11,"VSTOL,SPC,BOMB2,PNT1"
Protomech,Protomech,,Basilisk,2,1,4j,6,0,5,6,4,0,0,0,12,
Protomech,Protomech,,Basilisk,(Standard),1,4,6,0,5,5,5,1,0,0,16,IF1
BattleMech,OmniMech,RS3058Uu,Battle Cobra,A,2,6,4,0,3,4,4,0,0,2,15,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Battle Cobra,B,2,6,4,0,3,3,3,2,0,1,19,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Battle Cobra,BTL-C-2O,2,5,4,0,3,2,2,0,0,0,9,"ENE,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Battle Cobra,BTL-C-2OA,2,5,4,0,3,4,4,0,0,0,11,"ENE,ECM,PRB,RCN,OMNI,TAG,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Battle Cobra,BTL-C-2OB,2,5,4,0,3,3,3,0,0,0,9,"OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Battle Cobra,BTL-C-2OC,2,5,4,0,3,0,0,0,0,0,7,"ENE,OMNI,C3I,MHQ2,INARC,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Battle Cobra,BTL-C-2OD,2,5,4,0,3,2,3,3,0,0,12,"ENE,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Battle Cobra,BTL-C-2OE,2,5,4,0,3,4,4,2,0,0,8,"IF1,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Battle Cobra,BTL-C-2OF,2,5,4,0,3,2,2,0,0,0,13,"HT1,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Battle Cobra,C,2,6,4,0,3,5,5,1,0,0,15,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Battle Cobra,F,2,6j,4,0,3,3,3,1,0,0,15,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Battle Cobra,H,2,6,4,0,3,4,4,2,0,0,16,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Battle Cobra,Prime,2,6,4,0,3,3,3,2,0,0,15,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Battle Cobra,X,2,6,4,0,3,6,6,0,0,0,15,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Battle Hawk,BH-K305,1,5j,3,0,1,3,3,0,0,0,8,"AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Battle Hawk,BH-K306,1,5j,3,0,2,3,3,0,0,0,9,"AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,BattleAxe,BKX-7K,3,4j,5,0,6,2,2,2,0,2,13,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,BattleAxe,BKX-7NC,3,4,5,0,6,2,2,2,0,2,13,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,BattleAxe,BKX-8D,3,4j,7,0,4,5,4,2,0,0,16,"IF1,CASE,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,BattleMaster,BLR-10S,4,3,9,0,9,5,5,1,0,0,19,"CASE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,BattleMaster,BLR-1D,4,4,8,0,7,4,3,1,0,0,15,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,BattleMaster,BLR-1G,4,4,8,0,7,3,3,1,0,1,15,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,BattleMaster,BLR-1Gb,4,4,8,0,7,4,4,2,0,1,18,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,BattleMaster,BLR-1Gbc,4,4,8,0,7,3,3,2,0,2,18,"ENE,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,BattleMaster,BLR-1Gc,4,4,8,0,7,4,4,1,0,0,16,"MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,BattleMaster,BLR-1S,4,4,8,0,7,3,3,0,0,0,15,"LRM 1/1/1,IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,BattleMaster,BLR-3M,4,4,8,0,7,4,4,1,0,0,17,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,BattleMaster,BLR-3S,4,4,7,0,4,4,4,0,0,0,14,"LRM 1/1/1,IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,BattleMaster,BLR-4S,4,4,8,0,5,5,5,2,0,1,20,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,SBW&B,BattleMaster,BLR-4S (Calvin II),4,4,6,0,5,5,5,1,0,1,23,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,SBW&B,BattleMaster,BLR-4S (Calvin),4,4,8,0,5,5,5,1,0,2,20,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,BattleMaster,BLR-5M,4,4,8,0,7,4,4,2,0,0,18,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,BattleMaster,BLR-CM,4,3j,9,0,7,4,4,1,0,0,19,"CASE,C3M2,MHQ10,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,BattleMaster,BLR-K3,4,4,9,0,4,4,4,2,0,1,19,"CASE,TAG,C3M,MHQ5,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,BattleMaster,BLR-M3,4,4,9,0,5,4,4,3,0,0,17,"CASE,TAG,C3M,MHQ5,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,BattleMaster,C,4,4,9,0,5,8,7,3,0,1,30,"FLK2/2/2,CASE,SRCH,SOA,SEAL,ES"
Combat Vehicle,Wheeled,RS3060u,BattleMech Recovery Vehicle,(Standard),2,6w,0,0,2,0,0,0,0,0,1,"ENE,CT10,SRCH,EE"
Aerospace,OmniFighter,RS3055Uu,Batu,A,2,9a,5,1,5,4,4,2,0,1,20,"SNARC,VSTOL,SPC,BOMB2"
Aerospace,OmniFighter,RS3055Uu,Batu,B,2,9a,5,1,5,5,5,0,0,1,27,"VSTOL,SPC,BOMB2"
Aerospace,OmniFighter,RS3055Uu,Batu,C,2,9a,5,1,5,5,5,2,0,0,21,"VSTOL,SPC,BOMB2,PNT2"
Aerospace,OmniFighter,RS3055Uu,Batu,D,2,9a,5,1,5,4,4,3,0,0,24,"VSTOL,SPC,BOMB2"
Aerospace,OmniFighter,RS3055Uu,Batu,Prime,2,9a,5,1,5,5,5,2,2,0,25,"VSTOL,SPC,BOMB2"
Combat Vehicle,Hover,RS3050U-C,Beagle Hover Scout,(C3i),1,14h,2,0,1,0,0,0,0,0,3,"C3I,MHQ2,AMS,SRCH"
Combat Vehicle,Hover,RS3050U-C,Beagle Hover Scout,(Standard),1,12h,2,0,1,1,0,0,0,0,3,"TUR(1/1/0),ENE,PRB,RCN,SRCH"
Combat Vehicle,Hover,RS3050U-C,Beagle Hover Scout,(TAG),1,14h,2,0,1,0,0,0,0,0,3,"ENE,ECM,PRB,RCN,TAG,SRCH"
BattleMech,BattleMech,RS3075u,Bear Cub,2,1,8,2,0,1,3,3,0,0,1,10,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Bear Cub,3,1,8,2,0,1,3,3,1,0,0,11,"IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Bear Cub,(Standard),1,8,2,0,1,3,3,1,0,0,11,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Behemoth (Stone Rhino),2,4,3j,10,0,5,5,5,2,0,3,31,"CASE,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Behemoth (Stone Rhino),3,4,3j,10,0,5,8,6,5,0,2,31,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Behemoth (Stone Rhino),(Standard),4,3j,10,0,8,5,5,5,0,1,30,"CASE,SRCH,SOA,SEAL,ES"
Combat Vehicle,Tracked,RS3039,Behemoth Heavy Tank,(Standard),4,2t,7,0,5,2,1,0,0,0,12,"LRM1/1/1,IF1,TUR(SRM2/2/0,AC2/2/0),SRCH,EE"
Combat Vehicle,Hover,RS3075u,Bellona Hover Tank,(Laser),2,9h,3,0,2,1,0,0,0,0,13,"TUR(2/2/2,IF1),CASE,SRCH"
Combat Vehicle,Hover,RS3075u,Bellona Hover Tank,(Standard),2,9h,4,0,3,1,0,0,0,0,10,"TUR(2/2/2),CASE,SRCH"
BattleMech,BattleMech,RS3060u,Beowulf,BEO-12,2,8/6j,5,0,2,2,2,0,0,0,13,"ENE,PRB,RCN,TAG,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Beowulf,BEO-14,2,6j,5,0,2,3,2,0,0,1,13,"ENE,PRB,RCN,TSM,MEL,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Berserker,BRZ-A3,4,5,10,0,4,3,3,1,0,0,21,"ECM,MEL,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Berserker,BRZ-B3,4,5,10,0,4,2,1,1,0,0,20,"LRM 1/1/1,IF1,ECM,MEL,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Berserker,BRZ-C3,4,4,10,0,5,3,3,1,0,1,24,"ECM,TSM,MEL,C3S,MHQ1,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Bishamon,BSN-3K,2,7,6,0,2,4,4,0,0,0,14,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Bishamon,BSN-4K,2,7,6,0,2,3,3,0,0,0,11,"TAG,C3M,MHQ5,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Bishamon,BSN-5KC,2,7,6,0,2,3,3,0,0,0,14,"ENE,ECM,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Black Hawk (Nova),A,2,5j,5,0,3,3,3,3,0,1,24,"CASE,OMNI,AMS,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Black Hawk (Nova),B,2,5j,5,0,3,3,3,2,0,0,15,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Black Hawk (Nova),C,2,5j,5,0,3,2,3,2,0,0,15,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Black Hawk (Nova),D,2,5j,5,0,3,1,1,1,0,0,15,"LRM 1/1/1,IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Black Hawk (Nova),E,2,5j,5,0,3,6,5,1,0,0,21,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Black Hawk (Nova),F,2,5j,5,0,3,4,4,2,0,0,20,"FLK1/1/1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Black Hawk (Nova),H,2,5j,5,0,3,6,6,0,0,4,18,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Black Hawk (Nova),Prime,2,5j,5,0,3,5,5,0,0,4,27,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Black Hawk (Nova),S,2,5j,5,0,3,6,5,0,0,0,21,"CASE,PRB,RCN,OMNI,AMS,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Hawk-KU,BHKU-O,3,5j,7,0,3,6,5,0,0,1,17,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Hawk-KU,BHKU-OA,3,5j,7,0,3,2,2,2,0,0,18,"OMNI,AMS,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Hawk-KU,BHKU-OB,3,5j,7,0,3,2,2,1,0,0,13,"OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Hawk-KU,BHKU-OC,3,5j,7,0,3,2,2,2,0,0,16,"OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Hawk-KU,BHKU-OD,3,5j,7,0,3,1,1,1,0,0,15,"LRM 1/1/1,IF1,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Hawk-KU,BHKU-OE,3,5j,7,0,3,4,4,0,0,2,20,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Hawk-KU,BHKU-OF,3,5j,7,0,3,2,3,3,0,0,18,"ENE,OMNI,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,JTPLuthien,Black Hawk-KU,BHKU-OF (Albert),3,5j,7,0,3,4,4,2,0,1,24,"ENE,OMNI,TAG,C3M,MHQ5,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Hawk-KU,BHKU-OR,3,5j,7,0,3,4,4,2,0,0,22,"OMNI,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Hawk-KU,BHKU-OX,3,5j,7,0,3,5,5,0,0,2,19,"ENE,OMNI,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,SBS&D,Black Knight,BL-10-KNT (Ross),3,4,8,0,6,4,4,1,0,1,21,"ENE,TSM,MEL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Black Knight,BL-12-KNT,3,4,7,0,6,4,4,1,0,2,18,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Black Knight,BL-6b-KNT,3,4,7,0,6,4,4,1,0,1,16,"ENE,PRB,RCN,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Black Knight,BL-6-KNT,3,4,7,0,6,3,3,1,0,2,16,"ENE,PRB,RCN,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,SBS&D,Black Knight,BL-6-KNT (Ian),3,4,7,0,6,3,3,1,0,2,18,"ENE,TSM,MEL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Black Knight,BL-7-KNT,3,4,6,0,6,3,3,1,0,2,14,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Black Knight,BL-7-KNT-L,3,4,6,0,6,3,3,0,0,2,14,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-C,Black Knight,BL-9-KNT,3,4,7,0,3,4,4,1,0,3,17,"ENE,MEL,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Lanner,A,2,9,5,0,3,3,3,2,0,1,23,"ENE,ECM,PRB,RCN,OMNI,TAG,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Lanner,B,2,9,5,0,3,0,0,0,0,0,20,"LRM 2/2/2,IF2,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Lanner,C,2,9,5,0,3,5,5,0,0,1,25,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Lanner,D,2,9,5,0,3,4,3,0,0,0,18,"SRM 2/2/0,CASE,PRB,RCN,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Lanner,E,2,9,5,0,3,5,4,1,0,1,23,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Lanner,H,2,9,5,0,3,4,4,0,0,0,19,"ENE,ECM,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Lanner,Prime,2,9,5,0,3,3,3,2,0,1,23,"IF1,CASE,ECM,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Black Lanner,X,2,9,5,0,3,3,3,1,0,0,17,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Black Watch,BKW-7R,4,3j,8,0,7,5,5,3,0,0,20,"CASE,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Black Watch,BKW-9R,4,3j,9,0,7,4,5,4,0,0,21,"IF1,TAG,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Blackjack,BJ-1,2,4j,5,0,4,2,2,1,0,1,9,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Blackjack,BJ-1DB,2,4j,4,0,4,3,3,0,0,0,10,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039,Blackjack,BJ-1DC,2,4,5,0,4,3,3,1,0,0,9,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Blackjack,BJ-2,2,4j,5,0,4,3,3,2,0,1,11,"SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Blackjack,BJ2-O,2,4j,5,0,2,5,4,2,0,0,12,"OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Blackjack,BJ2-OA,2,4j,5,0,2,2,1,0,0,0,13,"LRM 1/2/2,IF2,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Blackjack,BJ2-OB,2,4j,5,0,2,2,3,3,0,0,13,"IF1,OMNI,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Blackjack,BJ2-OC,2,4j,5,0,2,3,3,2,0,0,12,"FLK1/1/1,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Blackjack,BJ2-OD,2,4j,5,0,2,4,4,1,0,1,14,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Blackjack,BJ2-OE,2,4j,5,0,2,2,3,3,0,0,13,"IF1,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Blackjack,BJ2-OF,2,4j,5,0,2,3,3,2,0,1,14,"OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Blackjack,BJ2-OR,2,4j,5,0,2,4,4,2,0,1,20,"OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3058Uu,Blackjack,BJ2-OX,2,4j,5,0,2,3,4,2,0,0,13,"OMNI,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3039/RS3050U-I,Blackjack,BJ-3,2,4j,5,0,4,3,3,2,0,1,13,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Blackjack,BJ-4,2,4j,5,0,2,2,2,0,0,0,11,"AC1/1/0,CASE,SRCH,SOA,SEAL,ES"
Aerospace,Aerospace Fighter,ISP2,Blackwasp,Mk. 30,2,7a,6,1,4,3,3,2,0,0,12,"VSTOL,SPC,BOMB3"
BattleMech,BattleMech,RS3060u,Blitzkrieg,BTZ-3F,2,7,4,0,2,3,3,0,0,0,13,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Blitzkrieg,BTZ-4F,2,7j,6,0,2,2,2,2,0,0,17,"ENE,C3S,MHQ1,SRCH,SOA,SEAL,ES"
Combat Vehicle,Hover,RS3058Uu,Blizzard Hover Transport,""Black Blizzard"",1,9h,2,0,2,0,0,0,0,0,5,"TUR(1/0/0,SRM1/1/0),ECM,SRCH,EE"
Combat Vehicle,Hover,RS3058Uu,Blizzard Hover Transport,(SRM),1,9h,2,0,2,0,0,0,0,0,3,"TUR(1/1/0),IT6,SRCH,EE"
Combat Vehicle,Hover,RS3058Uu,Blizzard Hover Transport,(Standard),1,9h,2,0,2,0,0,0,0,0,3,"TUR(1/1/1),IT6,SRCH,EE"
BattleMech,OmniMech,RS3060u,Blood Asp,A,4,4/2j,9,0,5,6,6,3,0,1,35,"ENE,ECM,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3060u,Blood Asp,B,4,4,9,0,5,8,8,5,0,0,29,"IF3,CASE,ECM,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3060u,Blood Asp,C,4,4,9,0,5,6,6,4,0,0,23,"FLK1/1/0,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3060u,Blood Asp,D,4,4,9,0,5,5,5,4,0,2,24,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3060u,Blood Asp,E,4,4j,9,0,5,7,6,4,0,1,32,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3060u,Blood Asp,F,4,4,9,0,5,7,7,3,0,4,29,"HT1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3060u,Blood Asp,G,4,4,9,0,5,6,6,3,0,3,32,"FLK2/2/2,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3060u,Blood Asp,Prime,4,4,9,0,5,9,9,3,0,1,27,"CASE,OMNI,SRCH,SOA,SEAL,ES"
