Faction	Unit Type	Name	BV2	Tonnage	Cost	Rules Level	Tech Base	Source	Date	Era	BV1 (base)	BV1 (C3)	BV1 (total)
Capellan Confederation	BattleMech	Thunderbolt TDR-9M	TBD	65	6482961	Tournament	IS/Level 2	3067	3067	Present	1500	0	1500
Capellan Confederation	BattleMech	Ti Ts'ang TSG-9H	TBD	60	15361280	Tournament	IS/Level 2	3060	3060	Present	1462	0	1462
Capellan Confederation	BattleMech	Ti Ts'ang TSG-9J	TBD	60	15299680	Tournament	IS/Level 2	3060	3060	Present	1464	0	1464
Capellan Confederation	BattleMech	UrbanMech UM-R60L	TBD	30	1581125	Tournament	IS/Level 1	3025/3026	2950*	3025	443	0	443
Capellan Confederation	BattleMech	UrbanMech UM-R63	TBD	30	1760525	Tournament	IS/Level 2	3050	3050	3050	494	0	494
Capellan Confederation	BattleMech	UrbanMech UM-R70	TBD	30	1774825	Tournament	IS/Level 2	Upgrades	3062	Present	604	0	604
Capellan Confederation	BattleMech	Victor VTR-10D	TBD	80	9178321	Tournament	IS/Level 2	Upgrades	3060	Present	1723	0	1723
Capellan Confederation	BattleMech	Victor VTR-10L	TBD	80	10323121	Tournament	IS/Level 2	3067	3067	Present	1933	0	1933
Capellan Confederation	BattleMech	Vindicator VND-1AA	TBD	45	3864033	Tournament	IS/Level 1	3025/3026	2950*	3025	835	0	835
Capellan Confederation	BattleMech	Vindicator VND-1R	TBD	45	3181083	Tournament	IS/Level 1	3025/3026	2826	3025	900	0	900
Capellan Confederation	BattleMech	Vindicator VND-3L	TBD	45	3524370	Tournament	IS/Level 2	3050	3050	3050	1069	0	1069
Capellan Confederation	BattleMech	Vindicator VND-4L	TBD	45	8119420	Tournament	IS/Level 2	CCAF	3063	Present	1177	0	1177
Capellan Confederation	BattleMech	Vindicator VND-5L	TBD	45	4636882	Tournament	IS/Level 2	Upgrades	3060	Present	1104	0	1104
Capellan Confederation	BattleMech	Warhammer WHM-4L	TBD	70	14942434	Tournament	IS/Level 2	3067	3066	Present	1321	0	1321
Capellan Confederation	BattleMech	Warhammer WHM-6L	TBD	70	6077784	Tournament	IS/Level 1	3025/3026	2950*	3025	943	0	943
Capellan Confederation	BattleMech	Wasp WSP-1L	TBD	20	1656720	Tournament	IS/Level 1	3025/3026	2950*	3025	290	0	290
Capellan Confederation	BattleMech	Wasp WSP-3L	TBD	20	2137200	Tournament	IS/Level 2	3067	3067	Present	441	0	441
Capellan Confederation	BattleMech	Wraith TR1	TBD	55	13225324	Tournament	IS/Level 2	3055/3058	3055	Present	1089	0	1089
Capellan Confederation	BattleMech	Yu Huang Y-H10G	TBD	90	24033100	Tournament	IS/Level 2	3060	3060	Present	2132	0	2132
Capellan Confederation	BattleMech	Yu Huang Y-H9G	TBD	90	23712000	Tournament	IS/Level 2	3060	3060	Present	1781	0	1781
Capellan Confederation	Dropship	Achilles (Upgrade)	TBD	4500	554803200	Tournament	IS/Level 2	RS:AT2	3055	Present	10010	0	10010
Capellan Confederation	Dropship	Fury (Upgrade)	TBD	1900	181640160	Tournament	IS/Level 2	RS:AT2	3056	Present	1673	0	1673
Capellan Confederation	Dropship	Kuan Ti	TBD	2200	385062480	Tournament	IS/Level 2	RS:AT2	3055	Present	3953	0	3953
Capellan Confederation	Dropship	Leopard (Upgrade)	TBD	1900	227750400	Tournament	IS/Level 2	RS:AT2	3056	Present	3211	0	3211
Capellan Confederation	Dropship	Leopard CV (Upgrade)	TBD	1900	220522464	Tournament	IS/Level 2	RS:AT2	3054	Present	2541	0	2541
Capellan Confederation	Dropship	Lung Wang	TBD	2600	292737536	Tournament	IS/Level 2	RS:AT2	3055	Present	4736	0	4736
Capellan Confederation	Infantry	Fah Shih BA Squad Flamer	TBD	4	2564000	Tournament	IS/Level 2	CCAF	3062	Present	128	0	128
Capellan Confederation	Infantry	Fah Shih BA Squad Machine Gun	TBD	4	2558000	Tournament	IS/Level 2	CCAF	3062	Present	124	0	124
Capellan Confederation	Infantry	Fah Shih BA Squad Small Laser	TBD	4	2579000	Tournament	IS/Level 2	CCAF	3062	Present	148	0	148
Capellan Confederation	Infantry	Fah Shih BA Squad TAG	TBD	4	2494000	Tournament	IS/Level 2	CCAF	3062	Present	92	0	92
Capellan Confederation	Infantry	Trinity Ying Long BA Squad	TBD	4	1876080	Tournament	IS/Level 2	CE	3066	Present	172	0	172
Capellan Confederation	Jumpship	Quetzalcoatl	TBD	90000	177133260	Advanced	IS/Level 1	3026R	2876	2950	549	0	549
Capellan Confederation	Vehicle	Alacorn Mk VI Heavy Tank	TBD	95	16609125	Tournament	IS/Level 2	3055/3058	3055	Present	1372	0	1372
Capellan Confederation	Vehicle	Condor (Liao Variant)	TBD	50	1184000	Tournament	IS/Level 1	3025/3026	2950*	3025	473	0	473
Capellan Confederation	Vehicle	Gladius Medium Hover Tank	TBD	40	771600	Tournament	IS/Level 1	3060	3042	3050	378	0	378
Capellan Confederation	Vehicle	Harasser Missile Platform	TBD	25	561750	Tournament	IS/Level 1	3025/3026	2829	3025	337	0	337
Capellan Confederation	Vehicle	Heavy LRM Carrier	TBD	80	2940000	Tournament	IS/Level 1	3060	3060	Present	773	0	773
Capellan Confederation	Vehicle	Hetzer (LB-X Variant)	TBD	40	1450000	Tournament	IS/Level 2	Upgrades	3060	Present	524	0	524
Capellan Confederation	Vehicle	Light SRM Carrier	TBD	40	920200	Tournament	IS/Level 1	3060	3060	Present	423	0	423
Capellan Confederation	Vehicle	Maultier Hover APC	TBD	15	242450	Tournament	IS/Level 2	3055/3058	3019	3025	115	0	115
Capellan Confederation	Vehicle	Minion (TAG Variant)	TBD	20	590333	Tournament	IS/Level 2	3067	3067	Present	285	0	285
Capellan Confederation	Vehicle	Minion Advanced Tactical Vehicle	TBD	20	870333	Tournament	IS/Level 2	3067	3063	Present	285	34	319
Capellan Confederation	Vehicle	Morningstar (Company Command Variant)	TBD	60	10439650	Tournament	IS/Level 2	3067	3067	Present	350	35	385
Capellan Confederation	Vehicle	Morningstar (Laser Variant)	TBD	60	6544850	Tournament	IS/Level 2	3067	3063	Present	601	0	601
Capellan Confederation	Vehicle	Morningstar City Command Vehicle	TBD	60	8353150	Tournament	IS/Level 2	3067	3063	Present	412	57	469
Capellan Confederation	Vehicle	Ontos (Light Gauss Variant)	TBD	95	6283875	Tournament	IS/Level 2	Upgrades	3060	Present	868	0	868
Capellan Confederation	Vehicle	Ontos Heavy Tank (3058)	TBD	95	6656325	Tournament	IS/Level 2	3055/3058	3053	Present	842	0	842
Capellan Confederation	Vehicle	Padilla Heavy Artillery Tank	TBD	75	14794500	Advanced	IS/Level 2	3055/3058	2620	2750	621	0	621
Capellan Confederation	Vehicle	Po Heavy Tank (LB-10X Variant)	TBD	60	1423200	Tournament	IS/Level 2	RS3058U	3067*	Present	418	0	418
Capellan Confederation	Vehicle	Regulator Hovertank	TBD	45	2161250	Tournament	IS/Level 2	3055/3058	3055	Present	954	0	954
Capellan Confederation	Vehicle	Regulator Hovertank (Arrow IV)	TBD	45	TBD	Advanced	IS/Level 2	RS3058U	3067*	Present	TBD	0	TBD
Capellan Confederation	Vehicle	Regulator Hovertank (RAC5 Variant)	TBD	45	2276200	Tournament	IS/Level 2	RS3058U	3067*	Present	1009	0	1009
Capellan Confederation	Vehicle	Vedette (Liao Variant)	TBD	50	673250	Tournament	IS/Level 1	3025/3026	2950*	3025	248	0	248
Capellan Confederation	Vehicle	Vedette Medium Tank (3058)	TBD	50	941000	Tournament	IS/Level 2	3055/3058	3054	Present	308	0	308
Capellan Confederation	Vehicle	Zhukov Heavy Tank	TBD	75	1816063	Tournament	IS/Level 1	3055/3058	3030	3025	532	0	532
Capellan Confederation	Warship	Aegis (2372)	TBD	750000	5213018000	Advanced	IS/Level 2	3057R	2372	2950	84526	0	84526
Capellan Confederation	Warship	Baron	TBD	480000	1644052000	Advanced	IS/Level 2	3057R	2520	2950	34661	0	34661
Capellan Confederation	Warship	Feng Huang	TBD	970000	19804240000	Advanced	IS/Level 2	RS:AT2	3058	Present	95835	0	95835
Capellan Confederation	Warship	Impavido	TBD	490000	9593867600	Advanced	IS/Level 2	RS:AT2	3058	Present	53466	0	53466
Capellan Confederation	Warship	Vigilant	TBD	140000	1503730000	Advanced	IS/Level 2	3057R	2320	2950	21599	0	21599
Circinus Federation	BattleMech	Awesome AWS-8T	TBD	80	6598170	Tournament	IS/Level 1	3025/3026	2950*	3025	1312	0	1312
Circinus Federation	BattleMech	Banshee BNC-3S	TBD	95	8952645	Tournament	IS/Level 1	3025/3026	2950*	3025	1323	0	1323
Circinus Federation	BattleMech	Blackjack BJ-3	TBD	45	3592375	Tournament	IS/Level 2	BP 4th	3028	3025	1099	0	1099
Circinus Federation	BattleMech	Caesar CES-3R	TBD	70	13424674	Tournament	IS/Level 2	3050	3050	3050	1420	0	1420
Circinus Federation	BattleMech	Cataphract CTF-3D	TBD	70	13588554	Tournament	IS/Level 2	3050	3050	3050	1266	0	1266
Circinus Federation	BattleMech	Centurion CN9-D	TBD	50	9628500	Tournament	IS/Level 2	3050	3050	3050	940	0	940
Circinus Federation	BattleMech	Charger CGR-1A5	TBD	80	7756771	Tournament	IS/Level 1	BP 4th	3028	3025	1132	0	1132
Circinus Federation	BattleMech	Clint CLNT-2-3U	TBD	40	3951080	Tournament	IS/Level 2	3050	3050	3050	943	0	943
Circinus Federation	BattleMech	Dart DRT-4S	TBD	25	2273750	Tournament	IS/Level 1	3060	3060	Present	560	0	560
Circinus Federation	BattleMech	Devastator DVS-2	TBD	100	22398000	Tournament	IS/Level 2	3055/3058	3048	Present	2093	0	2093
Circinus Federation	BattleMech	Enforcer ENF-4R	TBD	50	3536876	Tournament	IS/Level 1	3025/3026	2777	3025	895	0	895
Circinus Federation	BattleMech	Excalibur EXC-C1	TBD	70	15835388	Tournament	IS/Level 2	3055/3058	3058	Present	1456	0	1456
Circinus Federation	BattleMech	Goliath GOL-2H	TBD	80	7983841	Tournament	IS/Level 2	3067	3067	Present	1346	0	1346
Circinus Federation	BattleMech	Guillotine GLT-5M	TBD	70	6470484	Tournament	IS/Level 2	3050	3050	3050	1295	0	1295
Circinus Federation	BattleMech	Highlander HGN-732	TBD	90	8871480	Tournament	IS/Level 2	3050	2592	3025	1838	0	1838
Circinus Federation	BattleMech	Jackal JA-KL-1532	TBD	30	4567940	Tournament	IS/Level 2	3055/3058	3055	Present	678	0	678
Circinus Federation	BattleMech	JagerMech JM6-DD	TBD	65	11393526	Tournament	IS/Level 2	3050	3050	3050	713	0	713
Circinus Federation	BattleMech	Javelin JVN-10F	TBD	30	2361840	Tournament	IS/Level 1	3025/3026	2950*	3025	702	0	702
Circinus Federation	BattleMech	Jenner JR7-F	TBD	35	3121426	Tournament	IS/Level 1	3025/3026	2784	3025	792	0	792
Circinus Federation	BattleMech	Lineholder KW1-LH2	TBD	55	4515668	Tournament	IS/Level 1	3055/3058	3057	Present	987	0	987
Circinus Federation	BattleMech	Locust LCT-5M	TBD	20	3318000	Tournament	IS/Level 2	3067	3067	Present	516	0	516
Circinus Federation	BattleMech	Marauder MAD-5L	TBD	75	10452750	Tournament	IS/Level 2	3067	3067	Present	1614	0	1614
Circinus Federation	BattleMech	Nightsky NGS-4S	TBD	50	9420000	Tournament	IS/Level 2	3055/3058	3053	Present	1029	0	1029
Circinus Federation	BattleMech	Ostroc OSR-4C	TBD	60	5189760	Tournament	IS/Level 2	3067	3067	Present	1098	0	1098
Circinus Federation	BattleMech	Ostsol OTL-7M	TBD	60	12048960	Tournament	IS/Level 2	3067	3065	Present	1294	0	1294
Circinus Federation	BattleMech	Ostsol OTL-8M	TBD	60	14844560	Tournament	IS/Level 2	3067	3065	Present	1196	0	1196
Circinus Federation	BattleMech	Phoenix Hawk PXH-4L	TBD	45	5255815	Tournament	IS/Level 2	3067	3066	Present	1117	0	1117
Circinus Federation	BattleMech	Spector SPR-5F	TBD	35	6136718	Tournament	IS/Level 2	3055/3058	2639	3025	1141	0	1141
Circinus Federation	BattleMech	Stalker STK-3H	TBD	85	7637725	Tournament	IS/Level 1	3025/3026	2950*	3025	1249	0	1249
Circinus Federation	BattleMech	Stalker STK-5M	TBD	85	7696925	Tournament	IS/Level 2	3050	3050	3050	1316	0	1316
Circinus Federation	BattleMech	Stinger STG-5R	TBD	20	1758240	Tournament	IS/Level 2	3067	3067	Present	461	0	461
Circinus Federation	BattleMech	Tempest TMP-3M	TBD	65	11912451	Tournament	IS/Level 2	3055/3058	3055	Present	1613	0	1613
Circinus Federation	BattleMech	Thunderbolt TDR-9M	TBD	65	6482961	Tournament	IS/Level 2	3067	3067	Present	1500	0	1500
Circinus Federation	BattleMech	Victor VTR-9S	TBD	80	8154121	Tournament	IS/Level 1	3025/3026	2950*	3025	1140	0	1140
Circinus Federation	BattleMech	Warhammer WHM-9S	TBD	70	11359400	Tournament	IS/Level 2	3067	3066	Present	1433	0	1433
Circinus Federation	BattleMech	Wasp WSP-3L	TBD	20	2137200	Tournament	IS/Level 2	3067	3067	Present	441	0	441
Circinus Federation	BattleMech	Wolfhound WLF-1	TBD	35	2925180	Tournament	IS/Level 1	3050	3028	3025	736	0	736
Circinus Federation	BattleMech	Zeus ZEU-9S	TBD	80	8614201	Tournament	IS/Level 2	3050	3050	3050	1419	0	1419
Clan General	Aerospace Fighter	Avar A	TBD	35	6696447	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1990	0	1990
Clan General	Aerospace Fighter	Avar B	TBD	35	6123635	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1794	0	1794
Clan General	Aerospace Fighter	Avar C	TBD	35	6584822	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1464	0	1464
Clan General	Aerospace Fighter	Avar Prime	TBD	35	6261697	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1832	0	1832
Clan General	Aerospace Fighter	Bashkir A	TBD	20	3426683	Tournament	Clan/Level 2	RS:AT2	2950*	2950	767	0	767
Clan General	Aerospace Fighter	Bashkir B	TBD	20	3460027	Tournament	Clan/Level 2	RS:AT2	2950*	2950	689	0	689
Clan General	Aerospace Fighter	Bashkir C	TBD	20	3418777	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1088	0	1088
Clan General	Aerospace Fighter	Bashkir Prime	TBD	20	3527402	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1112	0	1112
Clan General	Aerospace Fighter	Chaeronea	TBD	25	1845956	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1266	0	1266
Clan General	Aerospace Fighter	Chaeronea 2	TBD	25	1890956	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1394	0	1394
Clan General	Aerospace Fighter	Hydaspes	TBD	95	16311656	Tournament	Clan/Level 2	RS:AT2	2950*	2950	3341	0	3341
Clan General	Aerospace Fighter	Hydaspes  2	TBD	95	16678636	Tournament	Clan/Level 2	RS:AT2	3060	Present	2778	0	2778
Clan General	Aerospace Fighter	Issus	TBD	40	2836140	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1580	0	1580
Clan General	Aerospace Fighter	Jagatai A	TBD	70	13329844	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2519	0	2519
Clan General	Aerospace Fighter	Jagatai B	TBD	70	12779719	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2628	0	2628
Clan General	Aerospace Fighter	Jagatai C	TBD	70	13648781	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2157	0	2157
Clan General	Aerospace Fighter	Jagatai Prime	TBD	70	13162781	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2564	0	2564
Clan General	Aerospace Fighter	Jengiz A	TBD	80	13474738	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2938	0	2938
Clan General	Aerospace Fighter	Jengiz B	TBD	80	14818738	Tournament	Clan/Level 2	RS:AT2	2950*	2950	3053	0	3053
Clan General	Aerospace Fighter	Jengiz C	TBD	80	14759238	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2200	0	2200
Clan General	Aerospace Fighter	Jengiz Prime	TBD	80	14311238	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2571	0	2571
Clan General	Aerospace Fighter	Kirghiz A	TBD	100	20906719	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2946	0	2946
Clan General	Aerospace Fighter	Kirghiz B	TBD	100	22189219	Tournament	Clan/Level 2	RS:AT2	2950*	2950	3480	0	3480
Clan General	Aerospace Fighter	Kirghiz C	TBD	100	20977969	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2780	0	2780
Clan General	Aerospace Fighter	Kirghiz Prime	TBD	100	21094219	Tournament	Clan/Level 2	RS:AT2	2950*	2950	3086	0	3086
Clan General	Aerospace Fighter	Sabutai A	TBD	75	15486109	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2076	0	2076
Clan General	Aerospace Fighter	Sabutai B	TBD	75	15889156	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2555	0	2555
Clan General	Aerospace Fighter	Sabutai C	TBD	75	14591500	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2972	0	2972
Clan General	Aerospace Fighter	Sabutai Prime	TBD	75	14533922	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2834	0	2834
Clan General	Aerospace Fighter	Sulla A	TBD	45	8920603	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1917	0	1917
Clan General	Aerospace Fighter	Sulla B	TBD	45	8951228	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1811	0	1811
Clan General	Aerospace Fighter	Sulla C	TBD	45	8445916	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2247	0	2247
Clan General	Aerospace Fighter	Sulla Prime	TBD	45	8507166	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2081	0	2081
Clan General	Aerospace Fighter	Turk A	TBD	50	8124740	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1965	0	1965
Clan General	Aerospace Fighter	Turk B	TBD	50	8155990	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1734	0	1734
Clan General	Aerospace Fighter	Turk C	TBD	50	8777865	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2037	0	2037
Clan General	Aerospace Fighter	Turk Prime	TBD	50	8352865	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2264	0	2264
Clan General	Aerospace Fighter	Tyre	TBD	55	2868495	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1738	0	1738
Clan General	Aerospace Fighter	Tyre  2	TBD	55	3072495	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1632	0	1632
Clan General	Aerospace Fighter	Vandal A	TBD	30	5963325	Tournament	Clan/Level 2	RS:AT2	2950*	2950	875	0	875
Clan General	Aerospace Fighter	Vandal B	TBD	30	5941762	Tournament	Clan/Level 2	RS:AT2	2950*	2950	916	0	916
Clan General	Aerospace Fighter	Vandal C	TBD	30	6189731	Tournament	Clan/Level 2	RS:AT2	2950*	2950	1350	0	1350
Clan General	Aerospace Fighter	Vandal Prime	TBD	30	6164863	Tournament	Clan/Level 2	RS:AT2	2950*	2950	564	0	564
Clan General	Aerospace Fighter	Visigoth A	TBD	60	12516725	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2660	0	2660
Clan General	Aerospace Fighter	Visigoth B	TBD	60	10745475	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2317	0	2317
Clan General	Aerospace Fighter	Visigoth C	TBD	60	10878725	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2284	0	2284
Clan General	Aerospace Fighter	Visigoth Prime	TBD	60	11645725	Tournament	Clan/Level 2	RS:AT2	2950*	2950	2196	0	2196
Clan General	BattleMech	Adder (Puma) A	TBD	35	7232794	Tournament	Clan/Level 2	3050	2950*	2950	1304	0	1304
Clan General	BattleMech	Adder (Puma) B	TBD	35	7042867	Tournament	Clan/Level 2	3050	2950*	2950	1176	0	1176
Clan General	BattleMech	Adder (Puma) C	TBD	35	7285444	Tournament	Clan/Level 2	3050	2950*	2950	1268	0	1268
Clan General	BattleMech	Adder (Puma) D	TBD	35	6980429	Tournament	Clan/Level 2	3050	2950*	2950	1130	0	1130
Clan General	BattleMech	Adder (Puma) E	TBD	35	7482544	Tournament	Clan/Level 2	Upgrades	3060	Present	1143	0	1143
Clan General	BattleMech	Adder (Puma) H	TBD	35	6852938	Tournament	Clan/Level 2	3060	3060	Present	1158	0	1158
Clan General	BattleMech	Adder (Puma) Prime	TBD	35	7021688	Tournament	Clan/Level 2	3050	2950*	2950	1560	0	1560
Clan General	BattleMech	Annihilator ANH-1A	TBD	100	7696668	Tournament	IS/Level 1	3050	2840*	3025	1151	0	1151
Clan General	BattleMech	Annihilator C	TBD	100	11676000	Tournament	Clan/Level 2	Upgrades	2950*	2950	2005	0	2005
Clan General	BattleMech	Bane (Kraken)	TBD	100	22509000	Tournament	Clan/Level 2	3055/3058	2950*	2950	1685	0	1685
Clan General	BattleMech	Bane (Kraken) 2	TBD	100	22997000	Tournament	Clan/Level 2	3055/3058	2950*	2950	2106	0	2106
Clan General	BattleMech	Bane (Kraken) 3	TBD	100	24018000	Tournament	Clan/Level 2	3055/3058	2950*	2950	2616	0	2616
Clan General	BattleMech	Black Python (Viper)	TBD	75	18838750	Tournament	Clan/Level 2	3055/3058	2950*	2950	2413	0	2413
Clan General	BattleMech	Clint CLNT-1-2R	TBD	40	3220280	Tournament	IS/Level 1	3025/3026	2507*	2750	621	0	621
Clan General	BattleMech	Conjurer (Hellhound)	TBD	50	5320500	Tournament	Clan/Level 2	3055/3058	2950*	2950	1714	0	1714
Clan General	BattleMech	Dire Wolf (Daishi) A	TBD	100	28330000	Tournament	Clan/Level 2	3050	2950*	2950	2689	0	2689
Clan General	BattleMech	Dire Wolf (Daishi) B	TBD	100	29423126	Tournament	Clan/Level 2	3050	2950*	2950	2127	0	2127
Clan General	BattleMech	Dire Wolf (Daishi) C	TBD	100	29532500	Tournament	Clan/Level 2	Upgrades	3060	Present	3290	0	3290
Clan General	BattleMech	Dire Wolf (Daishi) H	TBD	100	28343750	Tournament	Clan/Level 2	3060	3060	Present	2517	0	2517
Clan General	BattleMech	Dire Wolf (Daishi) Prime	TBD	100	29455000	Tournament	Clan/Level 2	3050	2950*	2950	2341	0	2341
Clan General	BattleMech	Dire Wolf (Daishi) S	TBD	100	29407500	Tournament	Clan/Level 2	3060	3050	3050	2875	0	2875
Clan General	BattleMech	Executioner (Gladiator) A	TBD	95	35828612	Tournament	Clan/Level 2	3050	2950*	2950	2761	0	2761
Clan General	BattleMech	Executioner (Gladiator) B	TBD	95	36387408	Tournament	Clan/Level 2	3050	2950*	2950	2783	0	2783
Clan General	BattleMech	Executioner (Gladiator) C	TBD	95	36675033	Tournament	Clan/Level 2	3050	2950*	2950	2531	0	2531
Clan General	BattleMech	Executioner (Gladiator) D	TBD	95	35435808	Tournament	Clan/Level 2	3050	2950*	2950	2384	0	2384
Clan General	BattleMech	Executioner (Gladiator) E	TBD	95	37253572	Tournament	Clan/Level 2	Upgrades	3060	Present	2460	0	2460
Clan General	BattleMech	Executioner (Gladiator) H	TBD	95	36099418	Tournament	Clan/Level 2	3060	3060	Present	2500	0	2500
Clan General	BattleMech	Executioner (Gladiator) Prime	TBD	95	35620450	Tournament	Clan/Level 2	3050	2950*	2950	2586	0	2586
Clan General	BattleMech	Fire Moth (Dasher) A	TBD	20	4343801	Tournament	Clan/Level 2	3050	2950*	2950	550	0	550
Clan General	BattleMech	Fire Moth (Dasher) B	TBD	20	4100000	Tournament	Clan/Level 2	3050	2950*	2950	840	0	840
Clan General	BattleMech	Fire Moth (Dasher) C	TBD	20	4004801	Tournament	Clan/Level 2	3050	2950*	2950	636	0	636
Clan General	BattleMech	Fire Moth (Dasher) D	TBD	20	4154051	Tournament	Clan/Level 2	3050	2950*	2950	1446	0	1446
Clan General	BattleMech	Fire Moth (Dasher) E	TBD	20	4127801	Tournament	Clan/Level 2	Upgrades	3060	Present	633	0	633
Clan General	BattleMech	Fire Moth (Dasher) H	TBD	20	3806801	Tournament	Clan/Level 2	3060	3060	Present	485	0	485
Clan General	BattleMech	Fire Moth (Dasher) Prime	TBD	20	4208801	Tournament	Clan/Level 2	3050	2950*	2950	982	0	982
Clan General	BattleMech	Firefly C	TBD	30	2441400	Tournament	Clan/Level 2	Upgrades	2950*	2950	1174	0	1174
Clan General	BattleMech	Gargoyle (Man O' War) A	TBD	80	26234964	Tournament	Clan/Level 2	3050	2950*	2950	2166	0	2166
Clan General	BattleMech	Gargoyle (Man O' War) B	TBD	80	26040903	Tournament	Clan/Level 2	3050	2950*	2950	1631	0	1631
Clan General	BattleMech	Gargoyle (Man O' War) C	TBD	80	26523528	Tournament	Clan/Level 2	3050	2950*	2950	1969	0	1969
Clan General	BattleMech	Gargoyle (Man O' War) D	TBD	80	25626112	Tournament	Clan/Level 2	Upgrades	3060	Present	2248	0	2248
Clan General	BattleMech	Gargoyle (Man O' War) H	TBD	80	26364903	Tournament	Clan/Level 2	3060	3060	Present	1821	0	1821
